Jenjang;Fakultas;Tipe;Prodi;Jenis_Kelamin;Agama;Tanggal_Lulus;Lama_Studi;Periode_Wisuda;IPK;Jalur_Penerimaan;SPP;Level_UKT;Jenis_UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;PROTESTAN;11-04-2019;4 Tahun 9 Bulan;20183;3.46;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;PROTESTAN;11-04-2019;4 Tahun 9 Bulan;20183;3.46;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;PROTESTAN;11-04-2019;4 Tahun 9 Bulan;20183;3.46;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;L;ISLAM;31-01-2020;5 Tahun 6 Bulan;20201;2.84;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;L;ISLAM;31-01-2020;5 Tahun 6 Bulan;20201;2.84;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;L;ISLAM;31-01-2020;5 Tahun 6 Bulan;20201;2.84;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;PROTESTAN;24-08-2018;4 Tahun 1 Bulan;20181;3.37;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;PROTESTAN;24-08-2018;4 Tahun 1 Bulan;20181;3.37;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;PROTESTAN;24-08-2018;4 Tahun 1 Bulan;20181;3.37;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;PROTESTAN;12-10-2018;4 Tahun 3 Bulan;20181;2.9;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;PROTESTAN;12-10-2018;4 Tahun 3 Bulan;20181;2.9;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;PROTESTAN;12-10-2018;4 Tahun 3 Bulan;20181;2.9;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;PROTESTAN;10-10-2018;4 Tahun 3 Bulan;20181;3.18;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;PROTESTAN;10-10-2018;4 Tahun 3 Bulan;20181;3.18;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;PROTESTAN;10-10-2018;4 Tahun 3 Bulan;20181;3.18;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;ISLAM;10-10-2018;4 Tahun 3 Bulan;20181;2.98;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;ISLAM;10-10-2018;4 Tahun 3 Bulan;20181;2.98;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;ISLAM;10-10-2018;4 Tahun 3 Bulan;20181;2.98;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;ISLAM;24-07-2018;4 Tahun 0 Bulan;20181;2.87;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;ISLAM;24-07-2018;4 Tahun 0 Bulan;20181;2.87;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;ISLAM;24-07-2018;4 Tahun 0 Bulan;20181;2.87;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;L;ISLAM;10-10-2019;5 Tahun 3 Bulan;20191;2.76;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;L;ISLAM;10-10-2019;5 Tahun 3 Bulan;20191;2.76;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;L;ISLAM;10-10-2019;5 Tahun 3 Bulan;20191;2.76;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;ISLAM;24-08-2018;4 Tahun 1 Bulan;20181;3.46;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;ISLAM;24-08-2018;4 Tahun 1 Bulan;20181;3.46;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;ISLAM;24-08-2018;4 Tahun 1 Bulan;20181;3.46;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;ISLAM;23-08-2018;4 Tahun 1 Bulan;20181;3.05;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;ISLAM;23-08-2018;4 Tahun 1 Bulan;20181;3.05;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;ISLAM;23-08-2018;4 Tahun 1 Bulan;20181;3.05;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;L;ISLAM;12-10-2020;6 Tahun 3 Bulan;20194;2.58;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;L;ISLAM;12-10-2020;6 Tahun 3 Bulan;20194;2.58;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;L;ISLAM;12-10-2020;6 Tahun 3 Bulan;20194;2.58;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;ISLAM;17-10-2018;4 Tahun 3 Bulan;20182;3.05;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;ISLAM;17-10-2018;4 Tahun 3 Bulan;20182;3.05;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;ISLAM;17-10-2018;4 Tahun 3 Bulan;20182;3.05;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;L;ISLAM;24-08-2018;4 Tahun 1 Bulan;20181;3.13;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;L;ISLAM;24-08-2018;4 Tahun 1 Bulan;20181;3.13;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;L;ISLAM;24-08-2018;4 Tahun 1 Bulan;20181;3.13;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;ISLAM;21-08-2018;4 Tahun 1 Bulan;20181;3.1;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;ISLAM;21-08-2018;4 Tahun 1 Bulan;20181;3.1;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;P;ISLAM;21-08-2018;4 Tahun 1 Bulan;20181;3.1;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;L;ISLAM;13-06-2019;4 Tahun 11 Bulan;20184;2.82;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;L;ISLAM;13-06-2019;4 Tahun 11 Bulan;20184;2.82;Mandiri;6000000;8;Non UKT
S-1;KEHUTANAN;Eksakta;Kehutanan;L;ISLAM;13-06-2019;4 Tahun 11 Bulan;20184;2.82;Mandiri;6000000;8;Non UKT
S-1;PSIKOLOGI;Eksakta;Psikologi;P;ISLAM;30-07-2018;4 Tahun 0 Bulan;20181;3.36;SNMPTN;1000000;2;UKT
S-1;PSIKOLOGI;Eksakta;Psikologi;P;ISLAM;26-09-2018;4 Tahun 2 Bulan;20181;3.26;SNMPTN;3200000;7;UKT
S-1;PSIKOLOGI;Eksakta;Psikologi;P;PROTESTAN;24-08-2018;4 Tahun 1 Bulan;20181;3.01;SNMPTN;500000;1;UKT
S-1;PSIKOLOGI;Eksakta;Psikologi;P;ISLAM;24-08-2018;4 Tahun 1 Bulan;20181;3.51;SNMPTN;3200000;7;UKT
S-1;PSIKOLOGI;Eksakta;Psikologi;L;ISLAM;30-10-2019;5 Tahun 3 Bulan;20192;3.03;SNMPTN;3200000;7;UKT
S-1;PSIKOLOGI;Eksakta;Psikologi;P;ISLAM;02-08-2019;5 Tahun 1 Bulan;20191;2.93;SNMPTN;500000;1;UKT
S-1;PSIKOLOGI;Eksakta;Psikologi;P;PROTESTAN;24-08-2018;4 Tahun 1 Bulan;20181;3.48;SNMPTN;3200000;7;UKT
S-1;PSIKOLOGI;Eksakta;Psikologi;P;ISLAM;24-08-2018;4 Tahun 1 Bulan;20181;3.28;SNMPTN;3200000;7;UKT
S-1;PSIKOLOGI;Eksakta;Psikologi;P;ISLAM;18-10-2018;4 Tahun 3 Bulan;20181;3.15;SNMPTN;3200000;7;UKT
S-1;PSIKOLOGI;Eksakta;Psikologi;P;ISLAM;06-02-2019;4 Tahun 7 Bulan;20183;3.12;SNMPTN;2100000;4;UKT
S-1;PSIKOLOGI;Eksakta;Psikologi;P;ISLAM;09-01-2019;4 Tahun 6 Bulan;20182;3.08;SNMPTN;2900000;6;UKT
S-1;PSIKOLOGI;Eksakta;Psikologi;L;PROTESTAN;11-04-2019;4 Tahun 9 Bulan;20183;3.07;SNMPTN;1000000;2;UKT
S-1;PSIKOLOGI;Eksakta;Psikologi;L;ISLAM;10-08-2018;4 Tahun 1 Bulan;20181;3.22;SNMPTN;3200000;7;UKT
S-1;PSIKOLOGI;Eksakta;Psikologi;P;ISLAM;05-02-2021;6 Tahun 7 Bulan;20211;3.46;SNMPTN;2900000;6;UKT
S-1;PSIKOLOGI;Eksakta;Psikologi;P;ISLAM;11-10-2018;4 Tahun 3 Bulan;20181;2.98;SNMPTN;2100000;4;UKT
S-1;PSIKOLOGI;Eksakta;Psikologi;P;ISLAM;01-08-2018;4 Tahun 1 Bulan;20181;3.37;SNMPTN;3200000;7;UKT
S-1;PSIKOLOGI;Eksakta;Psikologi;P;ISLAM;30-07-2018;4 Tahun 0 Bulan;20181;3.31;SNMPTN;1000000;2;UKT
S-1;PSIKOLOGI;Eksakta;Psikologi;P;ISLAM;17-10-2018;4 Tahun 3 Bulan;20182;3.25;SNMPTN;1000000;2;UKT
S-1;PSIKOLOGI;Eksakta;Psikologi;P;ISLAM;24-08-2018;4 Tahun 1 Bulan;20181;3.02;SNMPTN;3200000;7;UKT
S-1;PSIKOLOGI;Eksakta;Psikologi;P;ISLAM;21-10-2018;4 Tahun 3 Bulan;20184;3.37;SNMPTN;3200000;7;UKT
S-1;PSIKOLOGI;Eksakta;Psikologi;P;ISLAM;15-08-2018;4 Tahun 1 Bulan;20181;3.56;SNMPTN;1000000;2;UKT
S-1;PSIKOLOGI;Eksakta;Psikologi;P;ISLAM;30-07-2018;4 Tahun 0 Bulan;20181;3.01;SNMPTN;3200000;7;UKT
S-1;PSIKOLOGI;Eksakta;Psikologi;P;ISLAM;16-08-2019;5 Tahun 1 Bulan;20191;3.46;SNMPTN;500000;1;UKT
S-1;PSIKOLOGI;Eksakta;Psikologi;L;ISLAM;21-08-2018;4 Tahun 1 Bulan;20181;3.28;SNMPTN;2500000;5;UKT
