Jenjang;Fakultas;Tipe;Prodi;Jenis_Kelamin;Agama;Tanggal_Lulus;Lama_Studi;Periode_Wisuda;IPK;Jalur_Penerimaan;SPP;Level_UKT;Jenis_UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.42;SNMPTN;5500000;6;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.61;SNMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.29;SNMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.69;SNMPTN;4300000;5;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.19;SNMPTN;5500000;6;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.68;SNMPTN;5500000;6;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.22;SNMPTN;5500000;6;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.28;SNMPTN;4300000;5;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.75;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.8;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.78;SBMPTN;5500000;6;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.69;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.77;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.74;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.6;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.71;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.8;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.55;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.64;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.62;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.7;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.89;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.78;SBMPTN;3100000;4;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.69;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.53;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.51;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.84;SBMPTN;5500000;6;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.49;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.3;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.77;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.47;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.72;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.64;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.56;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.47;SBMPTN;5500000;6;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.73;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.27;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.84;SBMPTN;4300000;5;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.51;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;KATOLIK;10-02-2021;3 Tahun 5 Bulan;20203;3.49;SBMPTN;5500000;6;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.62;SBMPTN;2000000;3;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.73;SBMPTN;5500000;6;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.21;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.85;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.36;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.73;SBMPTN;5500000;6;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.21;SBMPTN;4300000;5;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.69;SBMPTN;3100000;4;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.74;SBMPTN;5500000;6;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.75;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.5;SBMPTN;3100000;4;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.75;SBMPTN;3100000;4;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.55;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.57;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.68;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.82;SBMPTN;4300000;5;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.77;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;KATOLIK;10-02-2021;3 Tahun 5 Bulan;20203;3.49;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.48;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.56;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.61;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.66;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.74;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.65;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.72;SBMPTN;4300000;5;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;KATOLIK;10-02-2021;3 Tahun 5 Bulan;20203;3.62;SBMPTN;3100000;4;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.39;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.17;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.56;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.36;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.52;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.83;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.55;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.72;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.64;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.79;SBMPTN;5500000;6;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.8;SBMPTN (BIDIK MISI);2400000;NULL;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.52;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.09;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.26;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.35;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.62;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.6;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.26;SBMPTN;3100000;4;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.5;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;KATOLIK;10-02-2021;3 Tahun 5 Bulan;20203;3.53;SBMPTN;4300000;5;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.33;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.58;SBMPTN;5500000;6;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.35;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;KATOLIK;10-02-2021;3 Tahun 5 Bulan;20203;3.76;SBMPTN;5500000;6;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.5;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.84;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.32;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.6;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.21;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;KATOLIK;10-02-2021;3 Tahun 5 Bulan;20203;3.55;SBMPTN;4300000;5;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.65;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.61;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.5;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;30-07-2021;3 Tahun 10 Bulan;20211;3.16;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.25;SBMPTN;3100000;4;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.86;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;KATOLIK;10-02-2021;3 Tahun 5 Bulan;20203;3.71;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.38;SBMPTN;2000000;3;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.66;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.62;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.66;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.72;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;2.89;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;KATOLIK;10-02-2021;3 Tahun 5 Bulan;20203;3.51;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.48;SBMPTN;6700000;7;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.39;SBMPTN;4300000;5;UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.56;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.72;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;2.89;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.75;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.6;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.46;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.56;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.41;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.54;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.83;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.61;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;HINDU;10-02-2021;3 Tahun 5 Bulan;20203;3.61;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.12;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.59;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.41;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.33;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.72;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.39;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.55;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.5;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.19;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.65;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.59;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.49;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.28;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.19;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.43;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;ISLAM;30-07-2021;3 Tahun 10 Bulan;20211;3.27;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.25;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;KATOLIK;10-02-2021;3 Tahun 5 Bulan;20203;3.32;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.58;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.33;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;KATOLIK;10-02-2021;3 Tahun 5 Bulan;20203;3.34;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.29;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.24;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.56;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.66;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;KATOLIK;10-02-2021;3 Tahun 5 Bulan;20203;3.62;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.42;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.05;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.26;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.53;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.57;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.06;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.46;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.14;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.56;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.4;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.45;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;KATOLIK;10-02-2021;3 Tahun 5 Bulan;20203;3.5;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.52;Mandiri;32500000;8;Non UKT
